Text,toxic
pakistani anchors sary kiraey key tattoo hy sach bolny wala koi nahi hy,1
Sab pak army ke tattu he,1
hamari army bhi bohat corrupt ha,0
ye bata ap logo ko manni para gi k army bhi corrruption me mulawis ha,1
army me bhi baray kanjar bethay hain,1
ye general or kernal bohat say begarat or kameenay hain,1
army me bi bhosri walay bethay hain bohat say,1
bht ghatya log hoty hn ye,1
Courpution or extremism ne pakistan ko badnam kya ha,0
Lannat lannaat aur lannat in sub hukumrano pe,1
App bot bukwas kr ry hn,1
Amir liaqat bra hi begarat or kameena shakhs hy ye buht bra daag hy behnchood kutta,1
Yeh be gairat hi rahae ga.,1
Kota ka bacha ha yha,1
Amir liaqat Ganda ho kuta ho,1
Tu kyun peda hogaya pehly he begrti kam ha kia is duniya main,1
Chotya banda ha amir liqat....,1
Tu bhi knjr ka bcha h mdr choud doctr h tu kutty k bchy tu shef hi lgta h ghtya insan,1
Bht bura lagta ye amir,0
Kanjar insan Aamir liaqaut,1
Amir Laiqat Harami kism ka bnda he ise jotiya marni chahiye,1
Wesy sb ko shram ani chahy kisi k mutaliq b gatya bat krty hoey shame on you,1
is kutte ka munh laaal peela kr deti.....,1
Ghatia insan hai Geo chanal ne es ghatia ko parmot Kia hai,1
Ghatyaa admi ..shetaan .lanat he us per ..,1
Lanat amir tujh pr,1
Amir liyaqat par lanat ha,1
Sanam baloch ...bitch...lanaat ho,1
Morning show ke naam pe musalman khawateen ko gumraah kiya ja raha hay .,0
in tamam ghatiya morning shows ko band kar dena chahiye,1
nehiyat he bekar shows a rahy hain,0
tv pe sirf begarty he reh gai ha dekhanay ko,1
subha se sham tak sirf ghatiya pan he chalta ha tv,1
saray media houses ghalazat dikha rahay hain,0
in show pe anay walay log bhi ghatiya hain,1
ghatiya jaga pe ghatiya log he jama hongay,1
Lanaat aise lariyon pe Allah garak kare ameen,1
tw yeh bagairat khud karwati hain aise kaam paisay kamanay k liye,1
ajj kl ki Larkiyaan bagairat hain,1
lanat ho in par,1
CHAL BARRWAE PAKISTAN MA NA SUNA NA DEKA MA KHUD MEDIA SE HON,1
ZALIL INSAN APNI STORY SUNA RAHAE BEHNCHOD,1
Kitna harami insan hay yeah video bananay wala,1
Lakh di lant teri soch pr,1
Lakh di lanat bonle wale par,1
Aapki baton main sachai nai ha jhooot bolatay ho,0
bilkul jhoot bakwas ha ye,1
ye banda he bakwas ha,1
amir liaqat bhudda bohat bura lagta ha,0
Ye â€œNASHRIYATI RANDIâ€ hai is k siwa kuch nahi,1
O bhai jata jata k q day raha hy vo bhokay nai,0
kanjar khana kar k nai kamaty hak halal mehnat kar rahay hain,1
ghatia insan hay,0
ye dhobi ka kutta ha,1
munafiq aadmi ha ye,1
Ya kutty ke wo nasal hey h jis ka kch pata nae,1
aam nai laya meethay me sath hain bharway,1
wo ye khabees insan hai,1
is se bara koi munafeeq ni hai,0
Munafiq adat hai iski,0
yeh shaks trust karne k like nahi,0
Kitne madarchod hyna app amir bhai,1
jhoota admi biwi se banwa k lekar aiya hoga,0
yeh sirf awam ko bewaqoof hi bana sakta hai,0
Bhangi.... bhangi hai yeh b.c.,0
Yar yeh sahi bachodda hai,1
Lanat hy tum per Mr Amir!,1
Ye dosra Altaf hussain banta ja raha hai bhosri wala,1
Randi ka bacha hy ye,1
Pagal lagg raha hi overacting kr raha hi,1
Bohat bara dramaybaz hay yeh BC.,0
s kanjar per kabhi bharosa mat kerna.,1
.iska koi deen amaan nahe.,0
Apnay hathoo aur zaban sy yeah sub ko chutiya bana raha ek zamanay sy..,1
yeah fraud hai phir bhi baaz nahi attai,0
kanjar party men kanjar hi jate hn,1
leader hi knjr h Sala naehal,1
pak k beda gark kr Dia Niyazi,0
bagairat ata bi nhi hai kam krne kuch,1
pata nahi kitny kanjar mary hon ge to ye harami peda huwa hoga,1
Harami agar koi kaam Kar rha ha to video kiun bana Kar share rha ha baigarat,1
Bahut hi koi bara harami hai ye,1
Dikhaawa karna koi is se seekhe. Besharam ka bacha ...,0
Sai harami banda hai,1
Yaaar ye bhen chod calculated harami hey,1
wah kia baat ha calculated harami,1
Pata nhe ye paidaishi aisa hai ya camera dekh kar ho jata hai. Mirasiyon ka sardar,0
publicity stunt hai chichoorapan h hai,1
Amir liaqat pagal hogaya hai,0
loag nahi honge warna jootay partay is ko,0
Waah waah vdo b bana li henn Bharwe,1
Bolta kitna hai madarchood,1
bolne ka he to fan ha bharway k pass,1
bolne k he to paisay leta ha ye kanjar,1
nihayat he neech banda ha bhae,1
Aaj kal yehi reh gya hai chutiyapa,1
Chichora aadmi yahan per bhi show bazi kar raha hai.,1
Khandaan ki satai howi phuphoo jesa behave ker raha he,0
Cheap aurat lag raha he dete howe.,0
Acting achi ha laken cheapness zaida ha,0
Aby chutya garibo ko bat,1
corona se bara virus h pakistan k lie,0
Indian daramy khatam ho gae ais ka darama khatam nai ho raha,0
loot k kha gae kameenay,1
video bana k to dunya main dikhawa karna hua na,0
Bohat Bara koi Kamina hai ye begairat aadmi.,1
Es ke drame bazi khatam nahi hoteen,0
nhi yr itnaa bara bagairat nhi hai,1
kameena admi hay ik number ka,1
haan kameena ho sakta hai,1
ho sakta kia ye ha kameena,1
natak karnay Wala madari,1
Dally ko sharam hi nahee aa rahi,1
Is begherat ka kaam hi logon ki tazleel karna hy,1
kutti ka bacha daramy baz......,1
Yeh nahi shudernay walah,0
aamir ko har shobay me zaleel honay ka aizaz hasil ha,0
banda shaitan hi hai....,0
ye Chutiya hai iskay jitnay followers hain sub chutiya HAIN,1
dramaybaz aik number ka,0
Harami hai Apni monopoly bana raha ha,1
Tareekh gawah hai is se zyada kisi ko pakistan main galiyan nahi pari,0
Yeh mun k boht Bare bachode hain,1
Kutty ki nasal hai dy b raha hai wo b video bana k social media mai charcha ho,1
video bana k social media mai charcha ho is begairat admi ka,1
ghatiya nasal ka admi,1
fazool mai over acting har jaga,0
yeh dramay bazi aur faltoo acting kaise karletay hain,0
Pagal bana nay Mai no 1 Hy ya,0
Zehni mariz lagta hai ye admi,0
Pagal ho gaya hae beechara,0
tum namone baze say baz nhi aye,0
Is ka zehni tawazan thek nahi hai gadhay ka,0
Bahoot bara dramay baz hay yah...,0
Bht Harami hai ye,1
haramiyo ka bap h ye,1
Ajeeb nafsiyati hogaya hai Yh,0
Apni itni achi bv aur bachon ko chor k bilkul hi pagal ho gaya hay,0
ab tu bohat hi chichora hogaya hay,1
dekh k nafrat hoti hay aamir liaqat se,0
Darma baz admi fazol jahil insan ek num ka,1
munafiq khen ka show baziyan karwa lo es sa bs,0
pata NH es ko kis jahil na Dr ke digree de ha,0
es ko to koi Hakeem ke sanad na de jahil admi ko,1
Biryani khaeyga hain karwayy,0
Ghathya aur naa qaabil e aitebaar aadmi,1
chittar lagado zindagi bh police ki izzat afzaii krta rahonga,0
Bara hi ho chutia dramay baz aadmi hai ye,1
Ye pagl ho giya corona ki waja se,0
dimagh pe char gaya ha iska corona chutiye k,1
Kanjar ko anda boil karne ata nahi,0
Biryani banay ga ye haram Khor,1
km umrr larki sy shadi k bad khushii sy pglaa gya hy...,0
es ki sare badmashi nikal jai kuttay ka bachcha,1
Isko lejaker jail ma daal do dimagh sahi hojajeye ga,0
aisay ullo ka pathay bhi hain,1
haramzada kutta kameena soowar,1
Ase chotiyu se baat nhe karte direct software update karte h,1
Isski biwi or maan ne issko nikamma kaha hoga.,0
chutya qom hai hamari,1
police b khassi hai.,0
ye india ki police hoti abhi danda charha deti pura..,0
camera k samne kuch nhi kia wrna iski maa chod di hogi ab tk,1
Nae bay ye maa chodne wala lag hi nae ra khassi tulla,1
ic madarchod ki ghaand phaar di hogi ab tak rangers police ne,1
is police walay ko chahiye iski khaal utaray bharway ki,1
Police walay ko kootna chahiye tha isko,0
es ki sare badmashi nikal jai kuttay ka bachcha,1
Aise phsyco bharay huey hain humaray society may,0
jb martay hain tu ghar walay randi rona kartay hain,1
Izzt sy BT kro to raas nhn ati,0
Police waala kitna beghairat hai,0
kaan kay neechay do mila kay deta,0
is kay saari badmaashi nikal jaati is ki,0
yeh hy hamari awam ghatiya,1
jahil inki wajah sa sari awaam pestti ha,0
Nafsiyati banda pakar liya phir us k sath khel rahay hain,0
Isko biwi ne mar kay nikal dia hay bht hogaya quarantine ab dafa ho bhar,0
"Police ko lagana chahyay thay danday,",0
deemagh sahi ho jatay sari akar nikal jati.,0
isko virus hogaya tou bachayga bhi nahi,0
isko chaparay parnay chaiyen khabees admi,0
Ye dimaghi mareez lagra hai shakal se,0
cameraman or anchor ko ye Ghalat Kia..,0
sirif do chittar janwar ko insaan bana detay hai,0
Pakar kr hawalat ley ja kr achchi chitrol karein sb akar nikal jaey gee,0
fake hy bnwai gai hy ye,0
is k pas katwane k liye bacha Kya hai. Ranger ne sun liya to jard se kat deygi.,0
Aik danda kas k lagao sar p or tango p,0
2 dande agar tashreef per marte tu sahe ho jata abi,0
asaoo ko tu pori awam mil kr jootay maray.,0
Eske chittar lagaden rangers wale esko apni oqat pata chal jaege,0
Yeh drama kia hai..bus awam ko badnam kernay ko,0
police Wala gali bardasht Kar hi na lay,0
bhook se marjay ge,0
Maro is ko dandey,0
Maroo bc ko,0
Thod wait kar iski kch dair men phardege,0
"Police wale k liye doob marne ka maqam hai,",0
Yeh auqat hai police ki,0
isiliye to achay nai lagtay ye police walay,0
salo k pait check karo begartoon k,1
haram kha kha k pait bhar jatay hain,1
jitna bhi kaa lain in haramiio ka pait nai bharta,1
na he kabhi bharay ga in ka pait kanjaroon ka,1
Is key khilaaf action lein bad tameez janwer,0
Tumhary baap ka road hai yeh,0
upr se gusa to dekho is ka jahil,0
Yeh pagal khana se bhaga howa hai.,0
Ek chammat do isko...,0
Kya mazak KR rhe ho jahilon station jakar Roz namcha chek kro,0
Jab Karachi sy kachra bhir ho tu Kun kry ga,0
Lakh laanat tere ooper.. Haramkhor,1
Khud tou marenge dosro ko bhi marenge. Bc jahil awam.,1
ye insano me rehnay k qabil nahi,0
Ye quom jahalat se marna chahati hy,0
Masla yeh he is jahil awam ka k khud to marenge auro ko bhi marenge marte marte.,0
In k loye koi bhi kuch bhi acha kare un ko hazam nshi hota.,0
warna jao maro phir tarap tarap ker,0
"abay kuttay,kia saray logon na tari gand Mari ha",1
police tamasha dekh rahi his Kya bakwas hai,0
Pakistan kibad nasibi hai k shiya Pakistan sy zayada Iran sy pyar kar ty hain,0
ye shia ha he salay madarchood,1
In jahilon ko punish kion nhi kiya jaraha,1
pehle b badmashi kar chuke hen firqe ki aar m,0
In per tou lathi charg karte tab hi sudharte ye loug,0
Ya kon pagal hay,0
Ye pagal hain kia? Kia hogya hy is ourat ko,0
.koi rokta q nai?khud b maregi apny pure khandan ko b maregi,0
Jahalat ki hadd hy,0
in k liye to ladies policy bolwao... or jail krowao....jahil aurat,0
Bhen k loron ki masti abhi bhi khatam nhi hu,1
Zehar milaa kr do de in sab ko aik he baar jaan chutay..,0
In zalelo ko bhaga bhaga k goli Mar do,0
Laanat aesi Awaam per,1
Maro inko chay koi bi ho goli mardo bc,0
enki waja say musibat nai mol sakthe poora pakistan infect hojayga,0
Pagal hogae Hai Kia ye?,0
ye gandu k bachay zehar pehla rahay hain,1
Omg jahil log,1
"Jahil bh tw hukmrano ne chora ta is Qom ko,",0
Corona itna khtrnak virus nhi govt k lye jitna khtrnak ye jahil reh Jane wali Qom ha,0
bhugten ab ye sb mil k is jahalat ko,0
Salon ko jhuthe maar maar ke andar karna chahie,0
Laanat hai awaam ko,1
Ek to Corona virus lekar Iran se aaye aur upar se musibat Pakistan k liye ban gaye,0
Lag raha hai Ehsaan kar rahay hain wahan quarantine mein reh ker.... Pata nahi kia kar rahi hai Hamari qoum.,0
Log Mar rahe hain Corona se Aur in logo ko mazak lag raha hi yeh sab,0
Italy ke kitne log Mar Gaye China mein kitne log Mar Gaye Aur yahaan logo ko khel lag raha hi,0
goli mar den kameno ko in kry dramey khatam nahi hotey,0
Ajeeb jahalt ha,0
marengay sab ko 7 lek,0
asi awrton ko lanat he sare aam phsi dya jae,1
mujhe iskay moo p chanta karna ha,0
koi mujhe imran Khan ka pass lay jae mujhe iskay moo p chanta karna ha yazeed ki aulad,0
Poori society block karo or ander he subkoo sarnee do,0
na bahar kisi ko Jane den naa ander khud to Marenge sale,1
Qoam ko bhi marwaenge.,1
Maaro pakar kr in haram khoro ko,0
jail main daalo haramio ko,0
Sari badmaashi nikal jaaye gi,0
marin gai sala or huma bi marian gaai,1
"In jahilo ko building mai bnd kr k building mai light,pani sb bnd krdo phr pta chlyga inkoo",0
Aik to kanjer Iran se corona le aye.,1
free k khanay ko laat mar rahay hain. ghatiya log,0
In ko to border pe hi goli mar daini chahiye thi.,1
Iran ne to in ko laat mar k nikala,1
Moti ko hi masla h kia baki to aram sy khary hyn,1
Koi haal nhi ....zra bardasht nhi ...,1
Khabees Log Irani Maro Inlogo Ko,0
Ajeeb ghatiya log hain jote lagane chaiye,0
bagairat log aik tu virus ley ker aaen hain uss per dada gere Maroo inko,0
right Mai tou kehta hoo shoot karne ka hukum de unko,1
Un logon ke wajah se varis aya ab yahe log badmashi karhe hai,0
Afsos behad afsos hum wo begherat log hen,1
cutiye hain cute nai,1
Shoot kro is say pehley k ye or Masom logo ko bemari laga k mar dain,0
joote maro ek ek ko,0
yh log khudi.virus han marne do.enko,0
In Saro ko ek room myn bnd krdena chaiye lock lga k,0
ehtiyat kr nhi rhy pir bol rhy k positive kio aye test,0
is ghaleez shaks ko arrest Q ni kia jata,0
boht dirty person hai waqar zaka ye kaisa show kr raha hai touba,0
lanti begerat log,1
.pata nai ko log is begerat ko pasand karte hain,0
ye KIA Randi Ka Bacha bana howa he,1
Is jumbo khatoon ko jail mai dala jaiy,0
Is chutya awam ka kch nhe hu sakta bhai,1
Kitni harami awam hy hmri,1
khud camera py a k zalel krwty hy khud ko,0
tum loag kiu gand nangi kr k in k samny rakh dty ho,1
Uffff ye kitna bada kameena he,1
na koi sharam or na koi haya he,0
Lagta ha pehly petai kam hoi thi ab lagta ha es ko dobara koi pheer pety ga ye bohot harami ha,1
Ek no ka kanjar ghatiya insan hai ye,1
pata nai kesy kesy log isko bardasht karty,0
is jese logo ko na koi shoot karta na koi sabaq sikhata lanti insan ko,1
Bahoot chtyaa insan hy yaaa.. bagarat insan,1
tm ko ak dafa per sy kutaay ki tara marna chayaa,1
.hum Mard b ab begairat hochuky hai lannat hai aisi qom phar,1
Ye chuttya KHALIL sahib say apni behan marvi kutti ki behas krnay gia,1
lanat o teray tay begrataaa,1
sharm ani chahiyae isay Behen chod kai bachay ko,1
Kutty ka pila ha tu haram khor zaka,1
gandu ha lannt ha tum py khoti Ky potr kanjr,1
Boht bhain chodi hai yaar kesi awam ha ufffff lanat ha yaar,1
Lanat ho tuj per her ghatiya ho,1
Or Tum sab kutty isi wajy sy mera jism meri marzi k slogan ky sath thy hramio,1
Lakh lanat harami madarchood zaka,1
Yeh kya randinach laga rakha hai waqar bhai,1
Ye hamari behaya media is begerat ko aurat March per lecture dene bolate hain,1
lanat ha aise media per aur aise behaya begeratcinsan per,1
Apni behan ko bhe yaa hi mashwara dyta hai gandu,1
Kia ho raha yaa bhanchod koi pouch na Wala nai is madar chod ko,1
Kia behoodgi hai band karna chaie is Ko ikhlaq Ki had Paar ho gaie hai,0
yeh bharwa aurat k huqooq p bat kr rha tha ... gashti ki aulad,1
Is begart ghtya insan ko sedha goli marni chaiye,1
ye b gnd pehlara hay ajkal ki nsal main,0
Lakh di lanat tere shakal te son of bich,1
Ya modherchod Roadies kasa ban gaya mojhe ajtak ya pata nahi chala,1
Trimer la k isko ganja kr do,0
waqar bara kisi randi ka bacha hai,1
iss ki maa chodo gandu ki sharam.ni ati salay ko,1
Ye madr chod 2 hafty phly ortow k hakook ki bat kr raha tha gashti ak,1
Bagairat log joota uthao aor door se maro inkay,0
Jaahil qaum . Allah jahilo se dur hi rakhe,0
Bohat He Koi Fursat say Bhen Ka quss hai,0
Qsm se is randi k bache ko mar do,1
Lanat hai in logo pe zalil log hai inko tu band do kamro mai,0
In zalil kuttonko ki waja se poore Pakistan me virus phela hai,1
Matlb jaahalat ki inteha hai,0
in jaso ka liya qurantine nahi special jail honi chayea,0
Ye jahil quom hain inka kuch nahi ho sakta.,0
Asal mein to jahil or corrupt hmari awaam h.,1
Jahil qoum.... Koi Kuch b kary ly in k liye inko sukoon nhi ayega...,0
2 hawai fire maro abhi sub sedhay hojaingai.,0
Jail main dalo haramiyo ko,0
Tou kisne in jahilon ko kaha tha iran se ziyaratain kar ke aoo,0
Laato k bhoot baato s nhe maante,0
Danday maar key jail main daalo,0
In logon ko wahen marnay chor detay to sahi tha begherat log,1
Aisai jahil quom ko marnay daina chahye,0
Jahalat se barrh kar koi virus Nahi,0
Ek hi ilaaj hai in beghairaton ka,1
"proper lock down karke bhooka marne do inhe, begartoon ko",1
qadar nahi in khabeeson ko k police aur paramedical staff ki,0
Ye wohi Hain Jo kutty k katne se har saal sekron ki tadaad main Marty Hain,1
Marnay do saaloon ko isi tarhan,0
ajeeb khabasat laga rakhi ha logo ne,0
badtameez tujy day tho bismallah be acha player hai tu manhus sirf aurt hai,1
Ahmad bhai aj phr disappoint kia apne.. :(,0
Tumse to kabhi aisi performance ho nahi sakti :D,0
u r from lahore aur lahore ko ho mushkil me daal gaye,0
lannat ha ap py janab selfi master,1
acha he houa WT20 sy ap.bahir ho gy krna tu wsy b kch ni tha,0
Tumhain chorenge Nhi marayengay,0
Aj Afridi or hafeez dono nay kuch nai keya,0
tni buri Editing Idea Achha h Editing Buri h,0
ak ko to harna hi hota ha,0
Agle saal fir ayega ye badtameez lahoreqalandars,0
sh bhai .end logo ka maksad he Lahore ko flop team banana,0
thanx k ap ne khi k9 congrats nhe kia....bcoz khi do not deserve this,0
jani wahab ko 6 Na mara to tari v khair ni ab,0
Dhoka diya aap neeee,0
bhai final me united ko alag alag kar dana maar maar k,0
AMIR ka ilava sab ka sab ko Chitar marna chia,1
is sa batter to gali ka bacha khel leta ha jahilo se,0
eik to tmko nhi kilaya upar sy haradiya just lose heart,0
Bhai to b kuch kar la......ghar bath k selfie bna bna k tra mou dongy jesa ho gya han,0
jeetan gay hum nii shehzad bai bs enjoy hi kr sktay han pathetic,0
phir hum kya pagal hain jau match pressure Kay saath dekh,0
pak team ko sirf be izti hoti ha,0
be izat cricketers ki waja se,0
ab jota khane kelye tyar hojao,0
O my GOD ya hmari team ko kya ho gya ha bhhhhhhht zyada dissapoint kia ha;-(,0
Baki sb bhar me jae.,0
awam ki koi parwa nae begartoon ko,1
na kam k na kaj k dushman anaaj k,0
tasweeray banay laik he reh gaye ho beghairat ..,1
kab tak tum log pakistan ke awam ko dis heart karoo gay,0
Tom to cricket ky layak nahi ho bass kardo tum,0
faltu me chipka hua ha team se,0
haram khoron ko itna paisa jo milta ha free ka,1
bohat harami hain paisay k liye kheltay hain,1
ye bharway sirf paisay k pujari hain,1
fitness naam ko nahi ha bharwon ki,1
gand phat jati ha field pe bhagtay huay,1
salo se ball tak to parki jati nai ha,0
tatti fielding kartay hain,1
humaray kaptan sahab se bilkul tatti hain,1
na fitness na fielding na batting kuch b to nai ha,1
kuch bhi dhanka nai ha kanjaroon k pas,1
galiyan khanay k like hain ye sub bharway,1
zero performance,0
bikul ghatiya performance ha,0
2 takay ki auqat nai ha inki,0
choray ban k aisay ghoomtay hain bharway,1
inkay baap ka shehar ha jesay... kanjar,1
jab tak danda nai karogay inko tab tak sahi nahi hongay,0
yh tum dono ke bakwas sunay k leya nahi ae hun apna muh band he rakho,1
press conference me baith k sirf bak bak karni ati ha,0
performance ha nai sirf batain chudwa lo,1
in bharwoon ko sirf bataiin chodna ati ha or kuch nai ata,1
confernce me aisay bethay hain jesay koi bohat achi performance di ho bharwon ne,1
such ma dil kerta k joo Ahmad ko rude khay uss ko seda shoot kero no question,0
salay ki gand pe goli marni chahiye,1
bahi performance b do . baton se aur selfies se ap zayada der team main nahi reh sako ge.,0
bharway ki performance ha nai sirf selfies karwa lo is se,1
bharway itna showk ha to actor banna tha na,1
acting me bhi hag dengay ye bharway,1
third class player ghatiya,0
saray he bharway thirf class he bachay hain bharway,1
sirf kuch performance achi detay hain baki phir khassi ho jatay ain,0
khassi k bachay hain salay,0
salon ki hawa nikal jati ha field pe jatay he,0
bharwon se opponent face he nai hota,1
ahmed shzad ahk jarha mizaj plr hy... suna hy usy badtamez plr ka b khtab mil choka hy..,0
ye bharwa inhi cheezon me award le saktya hain,1
ay din bharway k scandals nikatay rehtay hain,1
bharwon team me khelnay ay ho ya dalali karne ai ho,1
chutiye bharay huay hain team me,1
Strike rotate karni aati nahe hai isay chutiye ko,1
naare lagany se kuch ni hona bro kuch kar k dikhao bharwoon,1
haan tum sirf ducks pe out hua karo,0
bharway anda kha k ajatay hain,1
zero pe out hojatay hain ajeeb jahil hain,1
wahiyat batmeez idiot insan,1
gadhe kameene uullu kute beshahram.,1
bhar mae jao na,0
kuch performance dikha do gandu,1
apka record toot gya most girls ko rulanay ka bhai,0
bhai majak naa kiya kar...bohat chutiya lagta ha,1
Football mein cricket mat ghusao yaar jahilo,1
"Rasi jal gayi,bal nahi gaya.Chutiyon ka",1
inki gand se nikaly ga ab ye bal,1
ye galiyan sunne k he qabil hain,0
in bharwon ko galiyan nai dain to kia dain,1
gandu k bacho,1
apne ap ko manhos keh rha hon,1
manhosi ki bhi intaha h jisko bhi support krain wohi har jati h,0
bakwas to tum kr rhy ho kya problem hai tumhain,1
lala ye jhoot bolra hy. isko ap pe yakeen nae ta.,0
Lally ka record koi itna acha nai,0
pak cricket team ki performance itni buri q ja rhi ha very sad:-(,0
kabhi performane bhi day do. her baar haar k hi aatay ho..,0
kia harne k liye team me ay ho bharwoon,1
ye kia mazak laga hua ha team me,0
ajeeb ghaitya players bhar liye hain team me,1
jab galiyan parti hain to bura lagata ha bharwoon ko,1
shame on u afridi ek taraf tableegh kartay ho aur dosri taraf jhoot boltay ho sharam nahi ayi tujhe,0
LALA kia yar pori qom ko mayos kar dia,0
hamara dil tor dia hai ab match dekhnay ko dil nai,0
itna mooo phatt ban ne ki kia zrort ha,0
bhad my jwo tum loog jo 1 run b chase ni kr pye,0
jeeta va match har dena yai drama hmari team kb khatam kareg,0
Yeh sab tukka player hyn Jo kismat se runs krty hyn apne talent se nahi,0
". Qoom ki nazar me fazool k khali Lighter Ho,,",0
hit buhat khrab kheli thi next time bouncer ko plz mat khelna jahil,0
abay jab bouncer nai kehli jati ha to kyun apna bat dalta ha beech me,0
bhai bouncer janay de q apna lund dal deta ha har bar beech me,0
ajeeb chutiya ha jab nai ati khelna to chor day bhai,1
khelna bhi nai ata or ungli bhi karengay,0
chutiyon ki kami nai ha hamari team me,1
aik se barh k aik daramy baz bhara hua ha team me,0
matlab jitna bhi bezat karo kuch farq nai parna zleelo ko,1
ajeeb zaleel k bachay hain bharway,1
tu pahly panga q lia tha captancy ka ? ap ki tu team a jga ni bnti,0
panga lenay ka shoq ha bas baki kuch nai ata,0
uchal dekho kesay rahay hain bharway,0
Media hamesha negative dekhata hai ap ka past kuen nai dekhata,0
media to ha he madarchood,1
Misbah sa perform nai ho rha to team chor day bhai q chipka hua ha,0
Doob k mar ja. Bak bak koi tum say seekhay,0
sirf bak bak karna ati ha,0
bhai apko bak bak k ilawa kuch ata ha jahil,0
apnay uper khudi lanat behj do..,1
beta tum log lanatoon k he qabil ho kanjaroon,1
jab lantain parti hain to phir moo chipatay hain,1
lakh di lanat teray mouu tay,1
lanat k he qabil hain ye bharway,1
lanat puri team pe,1
ajeeb chutiyapa laga hua ha team me,1
bhai gali k bachay acha kheel letay hain in ghaitya se,0
nikalo bharwoon ko team se,1
salon k paisay kato kharab performance pe,0
paisay katengay na to khud line pe ajayengay kameenay,1
itna paisay in pe kharch kartay ho jahilo,1
pakar k maro kameeno ko,1
airport pe he maro inko,0
balli charah do in kanjaroon ki,1
koi performance he nai ha team ki,1
kia faida aisi ghatiya team ka,1
jab jeetna he nai ha to khel q rahay ho,0
Afridi ne bhi apni greediness dekhai ha captain wali baat kr k,0
Usko control krna cheiye tha jahil ko,0
paisy k lalchi hain bas,0
fasad ki jar he ye pcb hai,1
hamara pcb he corrupt ha,0
jab idara he corrupt ha to players bhi ghatiya he ayengay,1
bohat corruption ha pcb me,0
uper se neechay tak sab kanjar baithay hain,1
saray he paisay k pujari hain bharway,1
jaibain bharwa lo kanjaroon se,1
kuj v nai bs choty sy dimag py apny zor na dalo,0
abay o chotay dimag walay nikal idhar se,1
dimag ha is ghatiya k pass,1
diamg ha nai idhar akay batyen chood raha ha,1
Shahid bhai ab aap b thori sharam karo aur perform karna shuru karo,0
shahid bhai apto ghatiya he hotay ja rahay hain,1
jitna pakistani cricket ko tum logo ki mafia ny nuqsan dia hy mr.afridi itna kabi ni ho,0
cricket me bhi mafia ban k baithay hain bharway,1
bara he koi harami mafia ha ye,1
or inkay mafia ka sardar ha najam sethi,0
sethi kanjaaarrrr,1
bohat corruption ki ha is kanjar ne bhi,1
apni pasand k logo ko lata ha sirf kameena,1
team me fisad dala hua ha,0
ajeeb logo ko lay ayega team me,0
Lala tum bhi kuch karlia karo. Khuda ka khuaf karo yar.,0
hota wota nai ha tum se kuch jahil insan,1
",,Lala Allah pochy ga,,,Dhamaka karny valo ko,,,Pakistan mn hi Esa kiuo hota ha,,",0
ye sub bharwat karwai jati ha,1
badi sifaarish h aap dono ki performance na bhi do tabh bhi khelo ge poora saal,0
lala manhoos ki waja se ham last oneday be har gye aur,0
Sambhal ky rakho apni new schem ko itny kanjos ban gay ho itni payari site thi ab ziro ho gai hai...,0
JnaB Yahan Kis Ne Kaha Keh Sood Halal Hai ?? Mger Gusa Haram hai Bhai ...Dimagh Kharab na Kro ap plz,1
Kuch b nai ho raha pata ni kya masla he yar,0
Koi faida nai bhai is ka,0
Yaar chawal site hai,0
payoneer time wasting dear fazool hai means ye k pehlai hota ta ab nhi hota,0
"nahi hota poineer mene 2,3 martaba try kia hai card milta hi nahi ya to request cancel ho jati hai",0
Em bad gurl hoon hunh gandy bachy,0
link sahi nahi hain jahil,1
barii hi khofnak hansi hai humari behna ki,0
jab hanstin hain tu dooor dooor bachay ro partay hain,0
u ka hobby hay chwlaain maarna,1
"4 din reh gye baaki bhoot k aanay main phir pkaaou aaye ga or aa kr dimagh ka d,hi kray ga........",0
"khud hmaad tou mujhay kisi phapha kutni zalim n,nd se km nhi lgta",1
aj kl assassin ki zubaan bhi kisi ikshaa dhaari nagin ki trha chlti hay,0
bhai sab itrana band karain,0
zada chalakiyan dikhaayen gay to mehngi per jayen gi is liye chup chap lagey rahein,0
aisy brain per zor na dain aqal chli jani,0
sis is sy bhagni hoti to kab ki bhag chuki hoti hum asy nahi sudhrty,0
"lolzzz,kuch membraan ko to dant bhi perhney wali ho rahi hai",0
Janab Sabsey Baray luterey aap hain,0
"angoor khattey hain rubi,,na aata ho to aise hi bahane lgaye jaate hain",0
aik paon qabar main hai kuch tau khiyal karo,0
bharway tum puray qabar me ho,1
bhag ja yahan se,0
u ko counting hi nahi aati,0
abay conting karna to seekh lay pehaly gawar,0
tum gawar k gawar he rehna,0
tu koi bara aflatoon ki aulad laga hua hana jahil,1
Or bhai ab to larkiyo sy chir nhi khoof lagta ha,1
bhudo ho aap bhi,0
"Larkiyo ka Roman urdu toba, dimagh dard karny lagta hy",0
ap pe b ye aafaty aa sakti hai .,0
Main ny kaha tha na k ye larka shadi k baad kisi kaam ka Nahi rahega,0
bas ghar ka ghussa forum per utaarny aa jaaya karega,0
"ye tu tum jazbati hamla kar rahi ho, taaky saary vote tum ko mely...",0
ap sb kafi nalaiq ho ye tu mujhe andaza ho gaya,0
tum meri dushman kyo bani rehti ho ..,0
